28.03548,2
29.18396,1
30.33243,0
37.3582,0
38.16882,1
39.04708,1
39.92528,2
40.80354,3
41.5466,2
42.76264,1
43.97861,0
55.39548,2
56.54396,1
57.75993,0
60.46215,1
62.15104,0
65.39375,2
66.67729,1
67.89326,1
68.9066,1
82.68799,2
83.76882,1
84.9173,0
92.14577,0
92.95639,1
93.90215,1
94.71284,2
95.65861,3
96.33417,2
97.61771,1
98.76618,0
110.2506,2
111.3991,1
112.6826,0
115.1147,1
117.0062,0
120.6542,2
121.5999,1
122.8835,1
123.7617,1
137.2729,1
137.6782,2
138.151,2
140.1777,2
142.4747,1
144.3662,1
147.6088,1
149.4328,2
150.9866,2
154.0266,0
158.0124,0
163.3493,1
164.1599,2
164.9706,2
167.4702,2
170.1049,1
171.6586,1
174.9688,1
177.0631,3
178.5493,2
181.2515,0
184.2915,1
185.3724,0
190.6417,1
191.4524,2
192.2631,2
194.8977,2
197.3297,1
199.2213,1
205.9093,2
207.1253,1
208.1386,0
215.3671,0
216.3129,1
217.1236,1
217.9342,2
218.8124,3
219.623,2
220.8391,1
221.9199,0
233.3369,2
234.5529,1
235.7013,0
238.5386,1
240.1599,0
243.5377,2
244.8213,1
246.0373,1
247.0506,1
260.7644,0
261.9804,1
263.1964,1
264.0747,0
265.3582,1
266.5742,1
267.52,0
268.6684,1
270.1547,1
271.0328,0
272.1138,1
273.5999,1
274.4106,0
275.5591,1
276.9777,1
277.7884,0
279.0044,1
280.3555,1
281.1662,0
282.4497,1
283.8684,1
284.7466,2
286.0977,1
287.2462,1
288.1244,0
289.3404,1
290.7591,1
291.6373,0
292.7182,1
294.0693,1
294.8799,0
296.1635,1
297.5822,1
298.3929,0
299.4738,2
301.568,1
