33.50000,3
35.00000,2
36.50000,3
37.25000,2
38.75000,1
40.12500,2
41.12500,2
42.50000,1
44.00000,2
45.25000,1
46.75000,0
48.00000,0
49.00000,0
50.75000,2
50.75000,1
65.50000,3
66.62500,2
68.00000,3
69.00000,2
70.75000,1
72.00000,2
73.00000,2
74.75000,1
76.00000,2
77.00000,1
79.00000,0
80.00000,0
81.25000,0
97.25000,3
98.75000,2
100.00000,3
101.00000,2
102.50000,1
104.25000,2
105.25000,2
106.50000,1
107.75000,2
109.00000,1
110.25000,0
111.75000,0
113.00000,0
114.75000,2
114.75000,1
125.25000,1
126.50000,1
128.00000,2
129.25000,2
130.75000,3
132.25000,3
133.25000,3
135.25000,2
137.00000,2
138.75000,2
140.00000,3
141.00000,2
143.00000,2
145.00000,1
147.00000,2
148.00000,2
149.00000,2
151.00000,1
153.00000,2
156.50000,0
157.00000,0
157.50000,0
159.25000,1
161.00000,2
162.50000,3
164.00000,3
165.00000,3
167.00000,2
169.00000,2
170.75000,2
172.00000,3
173.00000,2
175.25000,2
177.00000,1
178.50000,2
180.00000,2
181.00000,2
183.00000,1
185.25000,2
185.25000,1
185.25000,0
201.9237,3
204.1526,2
205.0309,3
206.1117,2
207.5984,1
209.0843,2
210.0978,2
211.651,1
213.0697,2
213.9479,1
215.4346,0
216.7852,0
217.6635,0
219.4881,2
219.4881,1
233.7419,3
235.3631,2
236.8498,3
237.9306,2
239.3493,1
240.9705,2
241.8488,2
243.47,1
244.9559,2
246.0375,1
247.5234,0
248.9421,0
249.8876,0
266.1685,3
267.6552,2
269.0059,3
270.0194,2
271.5053,1
273.1266,2
273.9376,2
275.4915,1
277.0455,2
277.991,1
279.4769,0
280.8956,0
281.8419,0
283.5303,2
283.5303,1
294.0694,1
295.42,1
296.974,2
297.9195,2
299.5415,3
301.0947,3
301.9729,3
303.7975,2
305.8911,2
307.3777,2
308.8636,3
309.8099,2
311.769,2
313.9979,1
315.4166,2
316.9705,2
317.916,2
319.9431,1
321.9695,2
325.0774,0
325.685,0
326.0901,0
328.1172,1
329.941,2
331.4277,3
332.9809,3
333.9944,3
335.9535,2
337.9126,2
339.3993,2
340.9525,3
341.8987,2
343.8578,2
345.9521,1
347.4381,2
348.924,2
350.0048,2
351.8293,1
353.7884,2
353.7884,1
353.7884,0
