16.33919,2
17.04958,1
17.83891,0
21.82505,0
22.3381,1
22.81172,1
23.28529,2
23.75891,3
24.23253,2
25.02186,1
25.73224,0
32.4021,2
33.11253,1
33.78343,0
35.32263,1
36.26986,0
38.36158,2
38.99305,1
39.74291,1
40.25596,1
48.34663,2
48.9781,1
49.68853,0
53.87196,0
54.74024,1
54.81919,1
55.29277,2
55.76639,3
56.31891,2
56.98986,1
57.70024,0
64.40958,2
65.04105,1
65.71196,0
67.40905,1
68.23786,0
70.36905,2
71.00053,1
71.75039,1
72.30291,1
79.28853,1
79.84106,2
80.31463,2
81.85386,2
83.19572,1
84.37971,1
85.91891,1
87.10291,2
88.16853,2
89.8261,0
92.27305,0
95.39091,1
95.82506,2
96.3381,2
97.8773,2
99.37705,1
100.2848,1
101.8634,1
103.1659,3
104.2709,2
105.8891,0
107.9413,1
108.5728,0
111.3354,1
111.8485,2
112.3616,2
113.9008,2
115.2821,1
116.3083,1
118.1237,2
121.0048,1
121.7152,0
125.8592,0
126.3328,1
126.8459,1
127.3194,2
127.8325,3
128.3456,2
129.056,1
129.8059,0
136.3573,2
137.2651,1
137.6992,0
139.3173,1
140.2645,0
142.3562,2
142.9877,1
143.7376,1
144.2506,1
152.3808,0
152.9333,1
153.7621,1
154.2752,0
155.0251,1
155.8144,1
156.3274,0
156.9589,1
157.7088,1
158.2613,0
158.9323,1
159.7216,1
160.2346,0
160.9451,1
161.6949,1
162.208,0
162.9579,1
163.6288,1
164.1419,0
164.9312,1
165.7205,1
166.1941,2
166.9834,1
167.7333,1
168.6805,0
168.9568,1
169.6672,1
170.2592,0
170.9301,1
171.7589,1
172.272,0
173.0613,1
173.7717,1
174.3637,0
174.9952,2
176.2186,1
