2.466118,0
3.33651,0
4.279451,0
5.294902,0
6.310392,0
7.253294,0
8.341294,0
9.284235,0
10.26345,0
11.31518,0
12.29439,0
13.30984,0
14.32529,0
15.26824,0
18.31463,0
19.14878,0
20.16423,1
20.99839,1
22.05012,1
22.55784,3
22.81172,3
23.21063,2
24.26239,2
25.02396,1
26.32957,0
27.27251,0
28.25172,1
29.01329,1
30.21012,1
30.57278,3
30.97173,3
31.29812,2
32.27729,2
33.07518,1
33.51039,1
33.76423,2
34.01812,3
34.52584,0
35.35996,0
36.26663,1
37.06451,1
38.18878,1
38.69651,3
39.16796,3
40.29223,2
41.12639,2
42.43196,1
42.97596,0
43.41117,0
44.28157,1
45.15196,1
46.16745,1
46.6389,3
47.11039,3
48.23463,2
49.03251,2
49.54023,1
49.79411,1
50.01173,2
50.33812,3
51.02717,2
51.35357,2
51.82506,2
52.29651,3
54.32745,1
55.08906,0
55.66929,0
56.17706,0
56.35839,1
57.30129,1
58.24423,2
58.93329,2
59.22345,2
59.76745,2
60.27517,3
61.25439,1
61.76212,1
62.30611,3
63.21278,3
63.72051,0
64.22823,0
65.31623,0
66.25917,1
67.16584,1
67.49223,2
67.8549,2
68.29012,2
69.34184,2
71.22772,3
71.77172,1
72.24317,0
73.2949,0
74.31039,0
75.10824,1
75.68851,1
76.30506,2
77.28423,2
77.79195,2
78.29972,2
78.80744,3
79.2789,1
79.78663,1
80.25812,3
80.76584,3
81.27357,0
81.85384,0
82.28905,0
82.76051,0
83.26823,0
83.70345,0
84.24744,0
84.79144,0
85.2629,0
85.77063,0
86.31463,0
86.78612,0
87.29384,0
87.83784,0
88.27306,0
88.81705,0
89.28851,0
89.79623,0
90.30396,0
91.21062,0
92.22611,0
92.51623,0
92.73384,0
93.06023,0
93.35039,0
94.18451,0
95.27251,0
96.32423,0
97.30344,0
98.24639,0
98.75411,0
99.29811,0
100.2773,1
101.1477,1
102.3808,1
103.2874,3
104.3392,3
105.2458,2
106.08,2
106.4064,1
106.8778,0
107.3856,0
108.2922,1
109.1264,1
109.6341,1
109.888,3
110.1056,3
110.3232,2
111.2661,2
112.2816,1
113.1882,1
114.24,2
114.784,3
115.2917,0
116.2709,0
117.1051,1
118.3744,1
119.3173,1
120.3328,3
121.2757,3
122.2549,2
122.7626,2
123.2704,1
124.3221,0
125.1562,0
125.7365,1
125.9541,1
126.1717,1
126.3893,3
127.0784,3
127.3685,2
127.8037,2
128.3114,1
130.3424,1
131.1765,2
131.6842,3
132.3008,2
133.3162,2
134.3317,2
135.2021,3
135.4922,1
135.9637,0
136.3264,0
137.3418,0
137.8133,1
138.3573,1
139.2277,2
139.5541,2
140.0618,2
140.3882,2
141.3312,3
142.3104,1
143.1808,1
143.5072,3
143.9061,3
144.3776,0
146.336,0
147.1338,0
147.3877,1
147.7866,1
148.2944,2
149.3098,2
150.2528,2
150.9781,2
151.2682,3
151.7397,1
152.2837,0
153.2629,0
153.6981,0
153.9882,1
154.1696,1
154.4597,2
155.0037,2
155.5114,2
156.2731,2
156.7082,3
157.216,1
157.7237,1
158.1952,3
158.1952,3
158.1952,0
